,Timestamp,User_ID,Application_Type,Signal_Strength,Latency,Required_Bandwidth,Allocated_Bandwidth,Resource_Allocation
661,09-03-2023 10:05,User_261,Video_Call,-54 dBm,36 ms,12.8 Mbps,14.1 Mbps,75%
662,09-03-2023 10:05,User_262,Video_Streaming,-96 dBm,41 ms,2.7 Mbps,3.1 Mbps,70%
663,09-03-2023 10:05,User_263,Emergency_Service,-50 dBm,5 ms,0.6 Mbps,0.6 Mbps,70%
664,09-03-2023 10:05,User_264,Web_Browsing,-104 dBm,11 ms,0.2 Mbps,0.2 Mbps,70%
665,09-03-2023 10:05,User_265,Background_Download,-107 dBm,62 ms,510 Kbps,510 Kbps,60%
666,09-03-2023 10:05,User_266,VoIP_Call,-72 dBm,36 ms,50 Kbps,75 Kbps,90%
667,09-03-2023 10:05,User_267,Online_Gaming,-57 dBm,31 ms,4.7 Mbps,5.0 Mbps,80%
668,09-03-2023 10:05,User_268,Streaming,-94 dBm,45 ms,2.9 Mbps,3.4 Mbps,85%
669,09-03-2023 10:05,User_269,Video_Call,-53 dBm,37 ms,12.9 Mbps,14.2 Mbps,75%
670,09-03-2023 10:05,User_270,Video_Streaming,-97 dBm,42 ms,2.6 Mbps,3.0 Mbps,70%
671,09-03-2023 10:05,User_271,Emergency_Service,-49 dBm,5 ms,0.6 Mbps,0.6 Mbps,70%
672,09-03-2023 10:05,User_272,Web_Browsing,-105 dBm,10 ms,0.2 Mbps,0.2 Mbps,70%
673,09-03-2023 10:05,User_273,Background_Download,-108 dBm,63 ms,500 Kbps,500 Kbps,60%
674,09-03-2023 10:05,User_274,VoIP_Call,-71 dBm,37 ms,45 Kbps,70 Kbps,90%
675,09-03-2023 10:05,User_275,Online_Gaming,-56 dBm,32 ms,4.8 Mbps,5.1 Mbps,80%
676,09-03-2023 10:05,User_276,Streaming,-95 dBm,46 ms,2.8 Mbps,3.3 Mbps,85%
677,09-03-2023 10:05,User_277,Video_Call,-52 dBm,38 ms,13.0 Mbps,14.3 Mbps,75%
678,09-03-2023 10:05,User_278,Video_Streaming,-98 dBm,43 ms,2.5 Mbps,2.9 Mbps,70%
679,09-03-2023 10:05,User_279,Emergency_Service,-49 dBm,5 ms,0.6 Mbps,0.6 Mbps,70%
680,09-03-2023 10:05,User_280,Web_Browsing,-105 dBm,9 ms,0.1 Mbps,0.1 Mbps,70%
681,09-03-2023 10:05,User_281,Background_Download,-109 dBm,64 ms,490 Kbps,490 Kbps,60%
682,09-03-2023 10:05,User_282,VoIP_Call,-70 dBm,38 ms,40 Kbps,65 Kbps,90%
683,09-03-2023 10:05,User_283,Online_Gaming,-55 dBm,33 ms,4.9 Mbps,5.2 Mbps,80%
684,09-03-2023 10:05,User_284,Streaming,-96 dBm,47 ms,2.7 Mbps,3.2 Mbps,85%
685,09-03-2023 10:05,User_285,Video_Call,-51 dBm,39 ms,13.1 Mbps,14.4 Mbps,75%
686,09-03-2023 10:05,User_286,Video_Streaming,-99 dBm,44 ms,2.4 Mbps,2.8 Mbps,70%
687,09-03-2023 10:05,User_287,Emergency_Service,-48 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
688,09-03-2023 10:05,User_288,Web_Browsing,-105 dBm,8 ms,0.1 Mbps,0.1 Mbps,70%
689,09-03-2023 10:05,User_289,Background_Download,-110 dBm,65 ms,480 Kbps,480 Kbps,60%
690,09-03-2023 10:05,User_290,VoIP_Call,-69 dBm,39 ms,35 Kbps,60 Kbps,90%
691,09-03-2023 10:06,User_291,Online_Gaming,-54 dBm,34 ms,5.0 Mbps,5.3 Mbps,80%
692,09-03-2023 10:06,User_292,Streaming,-97 dBm,48 ms,2.6 Mbps,3.1 Mbps,85%
693,09-03-2023 10:06,User_293,Video_Call,-50 dBm,40 ms,13.2 Mbps,14.5 Mbps,75%
694,09-03-2023 10:06,User_294,Video_Streaming,-100 dBm,45 ms,2.3 Mbps,2.7 Mbps,70%
695,09-03-2023 10:06,User_295,Emergency_Service,-48 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
696,09-03-2023 10:06,User_296,Web_Browsing,-106 dBm,7 ms,0.1 Mbps,0.1 Mbps,70%
697,09-03-2023 10:06,User_297,Background_Download,-111 dBm,66 ms,470 Kbps,470 Kbps,60%
698,09-03-2023 10:06,User_298,VoIP_Call,-68 dBm,40 ms,30 Kbps,55 Kbps,90%
699,09-03-2023 10:06,User_299,Online_Gaming,-53 dBm,35 ms,5.1 Mbps,5.4 Mbps,80%
700,09-03-2023 10:06,User_300,Streaming,-98 dBm,49 ms,2.5 Mbps,3.0 Mbps,85%
701,09-03-2023 10:06,User_301,Video_Call,-49 dBm,41 ms,13.3 Mbps,14.6 Mbps,75%
702,09-03-2023 10:06,User_302,Video_Streaming,-101 dBm,46 ms,2.2 Mbps,2.6 Mbps,70%
703,09-03-2023 10:06,User_303,Emergency_Service,-47 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
704,09-03-2023 10:06,User_304,Web_Browsing,-106 dBm,6 ms,0.1 Mbps,0.1 Mbps,70%
705,09-03-2023 10:06,User_305,Background_Download,-112 dBm,67 ms,460 Kbps,460 Kbps,60%
706,09-03-2023 10:06,User_306,VoIP_Call,-67 dBm,41 ms,25 Kbps,50 Kbps,90%
707,09-03-2023 10:06,User_307,Online_Gaming,-52 dBm,36 ms,5.2 Mbps,5.5 Mbps,80%
708,09-03-2023 10:06,User_308,Streaming,-99 dBm,50 ms,2.4 Mbps,2.9 Mbps,85%
709,09-03-2023 10:06,User_309,Video_Call,-48 dBm,42 ms,13.4 Mbps,14.7 Mbps,75%
710,09-03-2023 10:06,User_310,Video_Streaming,-102 dBm,47 ms,2.1 Mbps,2.5 Mbps,70%
711,09-03-2023 10:06,User_311,Emergency_Service,-47 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
712,09-03-2023 10:06,User_312,Web_Browsing,-107 dBm,5 ms,0.1 Mbps,0.1 Mbps,70%
713,09-03-2023 10:06,User_313,Background_Download,-113 dBm,68 ms,450 Kbps,450 Kbps,60%
714,09-03-2023 10:06,User_314,VoIP_Call,-66 dBm,42 ms,20 Kbps,45 Kbps,90%
715,09-03-2023 10:06,User_315,Online_Gaming,-51 dBm,37 ms,5.3 Mbps,5.6 Mbps,80%
716,09-03-2023 10:06,User_316,Streaming,-100 dBm,51 ms,2.3 Mbps,2.8 Mbps,85%
717,09-03-2023 10:06,User_317,Video_Call,-47 dBm,43 ms,13.5 Mbps,14.8 Mbps,75%
718,09-03-2023 10:06,User_318,Video_Streaming,-103 dBm,48 ms,2.0 Mbps,2.4 Mbps,70%
719,09-03-2023 10:06,User_319,Emergency_Service,-46 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
720,09-03-2023 10:06,User_320,Web_Browsing,-107 dBm,4 ms,0.1 Mbps,0.1 Mbps,70%
721,09-03-2023 10:06,User_321,Background_Download,-114 dBm,69 ms,440 Kbps,440 Kbps,60%
722,09-03-2023 10:06,User_322,VoIP_Call,-65 dBm,43 ms,15 Kbps,40 Kbps,90%
723,09-03-2023 10:06,User_323,Online_Gaming,-50 dBm,38 ms,5.4 Mbps,5.7 Mbps,80%
724,09-03-2023 10:06,User_324,Streaming,-101 dBm,52 ms,2.2 Mbps,2.7 Mbps,85%
725,09-03-2023 10:06,User_325,Video_Call,-46 dBm,44 ms,13.6 Mbps,14.9 Mbps,75%
726,09-03-2023 10:06,User_326,Video_Streaming,-104 dBm,49 ms,1.9 Mbps,2.3 Mbps,70%
727,09-03-2023 10:06,User_327,Emergency_Service,-46 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
728,09-03-2023 10:06,User_328,Web_Browsing,-108 dBm,3 ms,0.1 Mbps,0.1 Mbps,70%
729,09-03-2023 10:06,User_329,Background_Download,-115 dBm,70 ms,430 Kbps,430 Kbps,60%
730,09-03-2023 10:06,User_330,VoIP_Call,-64 dBm,44 ms,10 Kbps,35 Kbps,90%
731,09-03-2023 10:06,User_331,Online_Gaming,-49 dBm,39 ms,5.5 Mbps,5.8 Mbps,80%
732,09-03-2023 10:06,User_332,Streaming,-102 dBm,53 ms,2.1 Mbps,2.6 Mbps,85%
733,09-03-2023 10:06,User_333,Video_Call,-45 dBm,45 ms,13.7 Mbps,15.0 Mbps,75%
734,09-03-2023 10:06,User_334,Video_Streaming,-105 dBm,50 ms,1.8 Mbps,2.2 Mbps,70%
735,09-03-2023 10:06,User_335,Emergency_Service,-45 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
736,09-03-2023 10:06,User_336,Web_Browsing,-108 dBm,2 ms,0.1 Mbps,0.1 Mbps,70%
737,09-03-2023 10:06,User_337,Background_Download,-116 dBm,71 ms,420 Kbps,420 Kbps,60%
738,09-03-2023 10:06,User_338,VoIP_Call,-63 dBm,45 ms,5 Kbps,30 Kbps,90%
739,09-03-2023 10:06,User_339,Online_Gaming,-48 dBm,40 ms,5.6 Mbps,5.9 Mbps,80%
740,09-03-2023 10:06,User_340,Streaming,-103 dBm,54 ms,2.0 Mbps,2.5 Mbps,85%
741,09-03-2023 10:06,User_341,Video_Call,-45 dBm,46 ms,13.8 Mbps,15.1 Mbps,75%
742,09-03-2023 10:06,User_342,Video_Streaming,-106 dBm,51 ms,1.7 Mbps,2.1 Mbps,70%
743,09-03-2023 10:06,User_343,Emergency_Service,-44 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
744,09-03-2023 10:06,User_344,Web_Browsing,-109 dBm,1 ms,0.1 Mbps,0.1 Mbps,70%
745,09-03-2023 10:06,User_345,Background_Download,-117 dBm,72 ms,410 Kbps,410 Kbps,60%
746,09-03-2023 10:06,User_346,VoIP_Call,-62 dBm,46 ms,0 Kbps,25 Kbps,90%
747,09-03-2023 10:06,User_347,Online_Gaming,-47 dBm,41 ms,5.7 Mbps,6.0 Mbps,80%
748,09-03-2023 10:06,User_348,Streaming,-104 dBm,55 ms,1.9 Mbps,2.4 Mbps,85%
749,09-03-2023 10:06,User_349,Video_Call,-44 dBm,47 ms,13.9 Mbps,15.2 Mbps,75%
750,09-03-2023 10:06,User_350,Video_Streaming,-107 dBm,52 ms,1.6 Mbps,2.0 Mbps,70%
751,09-03-2023 10:07,User_351,Emergency_Service,-44 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
752,09-03-2023 10:07,User_352,Web_Browsing,-109 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
753,09-03-2023 10:07,User_353,Background_Download,-118 dBm,73 ms,400 Kbps,400 Kbps,60%
754,09-03-2023 10:07,User_354,VoIP_Call,-61 dBm,47 ms,0 Kbps,20 Kbps,90%
755,09-03-2023 10:07,User_355,Online_Gaming,-46 dBm,42 ms,5.8 Mbps,6.1 Mbps,80%
756,09-03-2023 10:07,User_356,Streaming,-105 dBm,56 ms,1.8 Mbps,2.3 Mbps,85%
757,09-03-2023 10:07,User_357,Video_Call,-43 dBm,48 ms,14.0 Mbps,15.3 Mbps,75%
758,09-03-2023 10:07,User_358,Video_Streaming,-108 dBm,53 ms,1.5 Mbps,1.9 Mbps,70%
759,09-03-2023 10:07,User_359,Emergency_Service,-43 dBm,5 ms,0.5 Mbps,0.5 Mbps,70%
760,09-03-2023 10:07,User_360,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
761,09-03-2023 10:07,User_361,Background_Download,-119 dBm,74 ms,390 Kbps,390 Kbps,60%
762,09-03-2023 10:07,User_362,VoIP_Call,-60 dBm,48 ms,0 Kbps,15 Kbps,90%
763,09-03-2023 10:07,User_363,Online_Gaming,-45 dBm,43 ms,5.9 Mbps,6.2 Mbps,80%
764,09-03-2023 10:07,User_364,Streaming,-106 dBm,57 ms,1.7 Mbps,2.2 Mbps,85%
765,09-03-2023 10:07,User_365,Video_Call,-43 dBm,49 ms,14.1 Mbps,15.4 Mbps,75%
766,09-03-2023 10:07,User_366,Video_Streaming,-109 dBm,54 ms,1.4 Mbps,1.8 Mbps,70%
767,09-03-2023 10:07,User_367,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
768,09-03-2023 10:07,User_368,Web_Browsing,-110 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
769,09-03-2023 10:07,User_369,Background_Download,-120 dBm,75 ms,380 Kbps,380 Kbps,60%
770,09-03-2023 10:07,User_370,VoIP_Call,-59 dBm,49 ms,0 Kbps,10 Kbps,90%
771,09-03-2023 10:07,User_371,Online_Gaming,-44 dBm,44 ms,6.0 Mbps,6.3 Mbps,80%
772,09-03-2023 10:07,User_372,Streaming,-107 dBm,58 ms,1.6 Mbps,2.1 Mbps,85%
773,09-03-2023 10:07,User_373,Video_Call,-42 dBm,50 ms,14.2 Mbps,15.5 Mbps,75%
774,09-03-2023 10:07,User_374,Video_Streaming,-110 dBm,55 ms,1.3 Mbps,1.7 Mbps,70%
775,09-03-2023 10:07,User_375,Emergency_Service,-42 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
776,09-03-2023 10:07,User_376,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
777,09-03-2023 10:07,User_377,Background_Download,-121 dBm,76 ms,370 Kbps,370 Kbps,60%
778,09-03-2023 10:07,User_378,VoIP_Call,-58 dBm,50 ms,0 Kbps,5 Kbps,90%
779,09-03-2023 10:07,User_379,Online_Gaming,-43 dBm,45 ms,6.1 Mbps,6.4 Mbps,80%
780,09-03-2023 10:07,User_380,Streaming,-108 dBm,59 ms,1.5 Mbps,2.0 Mbps,85%
781,09-03-2023 10:07,User_381,Video_Call,-41 dBm,51 ms,14.3 Mbps,15.6 Mbps,75%
782,09-03-2023 10:07,User_382,Video_Streaming,-111 dBm,56 ms,1.2 Mbps,1.6 Mbps,70%
783,09-03-2023 10:07,User_383,Emergency_Service,-41 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
784,09-03-2023 10:07,User_384,Web_Browsing,-111 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
785,09-03-2023 10:07,User_385,Background_Download,-122 dBm,77 ms,360 Kbps,360 Kbps,60%
786,09-03-2023 10:07,User_386,VoIP_Call,-57 dBm,51 ms,0 Kbps,0 Kbps,90%
787,09-03-2023 10:07,User_387,Online_Gaming,-42 dBm,46 ms,6.2 Mbps,6.5 Mbps,80%
788,09-03-2023 10:07,User_388,Streaming,-109 dBm,60 ms,1.4 Mbps,1.9 Mbps,85%
789,09-03-2023 10:07,User_389,Video_Call,-41 dBm,52 ms,14.4 Mbps,15.7 Mbps,75%
790,09-03-2023 10:07,User_390,Video_Streaming,-112 dBm,57 ms,1.1 Mbps,1.5 Mbps,70%
791,09-03-2023 10:07,User_391,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
792,09-03-2023 10:07,User_392,Web_Browsing,-112 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
793,09-03-2023 10:07,User_393,Background_Download,-123 dBm,78 ms,350 Kbps,350 Kbps,60%
794,09-03-2023 10:07,User_394,VoIP_Call,-56 dBm,52 ms,0 Kbps,0 Kbps,90%
795,09-03-2023 10:07,User_395,Online_Gaming,-41 dBm,47 ms,6.3 Mbps,6.6 Mbps,80%
796,09-03-2023 10:07,User_396,Streaming,-110 dBm,61 ms,1.3 Mbps,1.8 Mbps,85%
797,09-03-2023 10:07,User_397,Video_Call,-40 dBm,53 ms,14.5 Mbps,15.8 Mbps,75%
798,09-03-2023 10:07,User_398,Video_Streaming,-113 dBm,58 ms,1.0 Mbps,1.4 Mbps,70%
799,09-03-2023 10:07,User_399,Emergency_Service,-40 dBm,5 ms,0.4 Mbps,0.4 Mbps,70%
800,09-03-2023 10:07,User_400,Web_Browsing,-113 dBm,0 ms,0.1 Mbps,0.1 Mbps,70%
801,09-03-2023 10:02,User_1,Video_Call,-75 dBm,30 ms,10 Mbps,15 Mbps,70%
802,09-03-2023 10:02,User_2,Voice_Call,-80 dBm,20 ms,100 Kbps,120 Kbps,80%
803,09-03-2023 10:02,User_3,Streaming,-85 dBm,40 ms,5 Mbps,6 Mbps,75%
804,09-03-2023 10:02,User_4,Emergency_Service,-70 dBm,10 ms,1 Mbps,1.5 Mbps,90%
805,09-03-2023 10:02,User_5,Online_Gaming,-78 dBm,25 ms,2 Mbps,3 Mbps,85%
806,09-03-2023 10:02,User_6,Background_Download,-90 dBm,50 ms,500 Kbps,550 Kbps,70%
807,09-03-2023 10:02,User_7,Web_Browsing,-88 dBm,30 ms,1 Mbps,1 Mbps,60%
808,09-03-2023 10:02,User_8,IoT_Temperature,-95 dBm,100 ms,10 Kbps,15 Kbps,50%
809,09-03-2023 10:02,User_9,Video_Streaming,-82 dBm,35 ms,3 Mbps,3.5 Mbps,80%
810,09-03-2023 10:02,User_10,File_Download,-75 dBm,45 ms,2 Mbps,2 Mbps,70%
811,09-03-2023 10:02,User_11,Video_Call,-76 dBm,32 ms,12 Mbps,14 Mbps,70%
812,09-03-2023 10:02,User_12,Online_Gaming,-79 dBm,24 ms,2.5 Mbps,2.8 Mbps,75%
813,09-03-2023 10:02,User_13,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,65%
814,09-03-2023 10:02,User_14,VoIP_Call,-81 dBm,22 ms,150 Kbps,170 Kbps,85%
815,09-03-2023 10:02,User_15,Video_Call,-74 dBm,29 ms,10 Mbps,12 Mbps,60%
816,09-03-2023 10:02,User_16,Streaming,-84 dBm,38 ms,4.5 Mbps,5 Mbps,70%
817,09-03-2023 10:02,User_17,Emergency_Service,-69 dBm,9 ms,1.2 Mbps,1.3 Mbps,80%
818,09-03-2023 10:02,User_18,Background_Download,-91 dBm,48 ms,600 Kbps,600 Kbps,55%
819,09-03-2023 10:02,User_19,IoT_Temperature,-96 dBm,105 ms,8 Kbps,9 Kbps,70%
820,09-03-2023 10:02,User_20,Video_Streaming,-83 dBm,34 ms,3.2 Mbps,3.5 Mbps,75%
821,09-03-2023 10:02,User_21,Video_Call,-77 dBm,31 ms,11 Mbps,13 Mbps,75%
822,09-03-2023 10:02,User_22,Online_Gaming,-80 dBm,23 ms,2.2 Mbps,2.5 Mbps,80%
823,09-03-2023 10:02,User_23,Web_Browsing,-86 dBm,29 ms,1.4 Mbps,1.4 Mbps,70%
824,09-03-2023 10:02,User_24,VoIP_Call,-82 dBm,21 ms,160 Kbps,180 Kbps,90%
825,09-03-2023 10:02,User_25,Video_Call,-73 dBm,28 ms,10.5 Mbps,12.5 Mbps,75%
826,09-03-2023 10:02,User_26,Streaming,-83 dBm,37 ms,4.2 Mbps,4.8 Mbps,85%
827,09-03-2023 10:02,User_27,Emergency_Service,-68 dBm,8 ms,1.1 Mbps,1.2 Mbps,70%
828,09-03-2023 10:02,User_28,Background_Download,-92 dBm,47 ms,620 Kbps,620 Kbps,60%
829,09-03-2023 10:02,User_29,IoT_Temperature,-97 dBm,110 ms,7 Kbps,8 Kbps,65%
830,09-03-2023 10:02,User_30,Video_Streaming,-84 dBm,33 ms,3.4 Mbps,3.7 Mbps,70%
831,09-03-2023 10:02,User_31,Video_Call,-78 dBm,30 ms,10.2 Mbps,12.2 Mbps,75%
832,09-03-2023 10:02,User_32,Online_Gaming,-79 dBm,24 ms,2.3 Mbps,2.6 Mbps,80%
833,09-03-2023 10:02,User_33,Web_Browsing,-88 dBm,27 ms,1.3 Mbps,1.3 Mbps,70%
834,09-03-2023 10:02,User_34,VoIP_Call,-83 dBm,20 ms,170 Kbps,190 Kbps,90%
835,09-03-2023 10:02,User_35,Video_Call,-72 dBm,27 ms,10.8 Mbps,12.8 Mbps,75%
836,09-03-2023 10:02,User_36,Streaming,-82 dBm,36 ms,4.0 Mbps,4.6 Mbps,85%
837,09-03-2023 10:02,User_37,Emergency_Service,-67 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
838,09-03-2023 10:02,User_38,Background_Download,-93 dBm,46 ms,630 Kbps,630 Kbps,60%
839,09-03-2023 10:02,User_39,IoT_Temperature,-98 dBm,105 ms,6 Kbps,7 Kbps,65%
840,09-03-2023 10:02,User_40,Video_Streaming,-85 dBm,32 ms,3.5 Mbps,3.8 Mbps,70%
841,09-03-2023 10:02,User_41,Video_Call,-79 dBm,29 ms,10.5 Mbps,12.3 Mbps,70%
842,09-03-2023 10:02,User_42,Online_Gaming,-78 dBm,25 ms,2.4 Mbps,2.7 Mbps,75%
843,09-03-2023 10:02,User_43,Web_Browsing,-87 dBm,28 ms,1.2 Mbps,1.2 Mbps,70%
844,09-03-2023 10:02,User_44,VoIP_Call,-84 dBm,20 ms,165 Kbps,185 Kbps,90%
845,09-03-2023 10:02,User_45,Video_Call,-71 dBm,26 ms,10.2 Mbps,12.6 Mbps,80%
846,09-03-2023 10:02,User_46,Streaming,-81 dBm,35 ms,3.8 Mbps,4.4 Mbps,85%
847,09-03-2023 10:02,User_47,Emergency_Service,-66 dBm,7 ms,1.1 Mbps,1.2 Mbps,70%
848,09-03-2023 10:02,User_48,Background_Download,-94 dBm,45 ms,640 Kbps,640 Kbps,60%
849,09-03-2023 10:02,User_49,IoT_Temperature,-99 dBm,104 ms,5 Kbps,6 Kbps,65%
850,09-03-2023 10:02,User_50,Video_Streaming,-86 dBm,31 ms,3.6 Mbps,3.9 Mbps,70%
851,09-03-2023 10:03,User_51,Video_Call,-80 dBm,30 ms,11 Mbps,12.5 Mbps,80%
852,09-03-2023 10:03,User_52,Online_Gaming,-77 dBm,24 ms,2.6 Mbps,2.9 Mbps,85%
853,09-03-2023 10:03,User_53,Web_Browsing,-89 dBm,27 ms,1.1 Mbps,1.1 Mbps,70%
854,09-03-2023 10:03,User_54,VoIP_Call,-85 dBm,21 ms,160 Kbps,190 Kbps,90%
855,09-03-2023 10:03,User_55,Video_Call,-70 dBm,27 ms,10.7 Mbps,12.3 Mbps,75%
856,09-03-2023 10:03,User_56,Streaming,-80 dBm,35 ms,4.1 Mbps,4.7 Mbps,85%
857,09-03-2023 10:03,User_57,Emergency_Service,-65 dBm,8 ms,1.0 Mbps,1.1 Mbps,70%
858,09-03-2023 10:03,User_58,Background_Download,-95 dBm,46 ms,650 Kbps,650 Kbps,60%
859,09-03-2023 10:03,User_59,IoT_Temperature,-100 dBm,103 ms,4 Kbps,5 Kbps,75%
860,09-03-2023 10:03,User_60,Video_Streaming,-87 dBm,32 ms,3.7 Mbps,4.0 Mbps,70%
861,09-03-2023 10:03,User_61,Video_Call,-81 dBm,29 ms,10.3 Mbps,12.1 Mbps,70%
862,09-03-2023 10:03,User_62,Online_Gaming,-76 dBm,23 ms,2.7 Mbps,3.0 Mbps,80%
863,09-03-2023 10:03,User_63,Web_Browsing,-90 dBm,26 ms,1.0 Mbps,1.0 Mbps,70%
864,09-03-2023 10:03,User_64,VoIP_Call,-86 dBm,20 ms,155 Kbps,180 Kbps,90%
865,09-03-2023 10:03,User_65,Video_Call,-69 dBm,26 ms,10.9 Mbps,12.4 Mbps,75%
866,09-03-2023 10:03,User_66,Streaming,-79 dBm,34 ms,4.3 Mbps,4.9 Mbps,85%
867,09-03-2023 10:03,User_67,Emergency_Service,-64 dBm,7 ms,1.0 Mbps,1.1 Mbps,70%
868,09-03-2023 10:03,User_68,Background_Download,-96 dBm,45 ms,660 Kbps,660 Kbps,60%
869,09-03-2023 10:03,User_69,IoT_Temperature,-101 dBm,102 ms,3 Kbps,4 Kbps,75%
870,09-03-2023 10:03,User_70,Video_Streaming,-88 dBm,31 ms,3.8 Mbps,4.1 Mbps,70%
871,09-03-2023 10:03,User_71,Video_Call,-82 dBm,28 ms,10.7 Mbps,12.2 Mbps,70%
872,09-03-2023 10:03,User_72,Online_Gaming,-75 dBm,22 ms,2.8 Mbps,3.1 Mbps,80%
873,09-03-2023 10:03,User_73,Web_Browsing,-91 dBm,25 ms,0.9 Mbps,0.9 Mbps,70%
874,09-03-2023 10:03,User_74,VoIP_Call,-87 dBm,19 ms,150 Kbps,175 Kbps,90%
875,09-03-2023 10:03,User_75,Video_Call,-68 dBm,25 ms,11.0 Mbps,12.5 Mbps,75%
876,09-03-2023 10:03,User_76,Streaming,-78 dBm,33 ms,4.4 Mbps,5.0 Mbps,85%
877,09-03-2023 10:03,User_77,Emergency_Service,-63 dBm,6 ms,0.9 Mbps,1.0 Mbps,70%
878,09-03-2023 10:03,User_78,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
879,09-03-2023 10:03,User_79,IoT_Temperature,-102 dBm,101 ms,2 Kbps,3 Kbps,75%
880,09-03-2023 10:03,User_80,Video_Streaming,-89 dBm,30 ms,3.9 Mbps,4.2 Mbps,70%
881,09-03-2023 10:03,User_81,Video_Call,-83 dBm,27 ms,10.8 Mbps,12.0 Mbps,70%
882,09-03-2023 10:03,User_82,Online_Gaming,-74 dBm,21 ms,2.9 Mbps,3.2 Mbps,80%
883,09-03-2023 10:03,User_83,Web_Browsing,-92 dBm,24 ms,0.8 Mbps,0.8 Mbps,70%
884,09-03-2023 10:03,User_84,VoIP_Call,-88 dBm,18 ms,145 Kbps,170 Kbps,90%
885,09-03-2023 10:03,User_85,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.8 Mbps,75%
886,09-03-2023 10:03,User_86,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
887,09-03-2023 10:03,User_87,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
888,09-03-2023 10:03,User_88,Background_Download,-98 dBm,43 ms,680 Kbps,680 Kbps,60%
889,09-03-2023 10:03,User_89,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
890,09-03-2023 10:03,User_90,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
891,09-03-2023 10:03,User_91,Video_Call,-84 dBm,26 ms,10.9 Mbps,12.1 Mbps,70%
892,09-03-2023 10:03,User_92,Online_Gaming,-73 dBm,20 ms,3.0 Mbps,3.3 Mbps,80%
893,09-03-2023 10:03,User_93,Web_Browsing,-93 dBm,23 ms,0.7 Mbps,0.7 Mbps,70%
894,09-03-2023 10:03,User_94,VoIP_Call,-89 dBm,17 ms,140 Kbps,165 Kbps,90%
895,09-03-2023 10:03,User_95,Video_Call,-66 dBm,23 ms,11.4 Mbps,12.7 Mbps,75%
896,09-03-2023 10:03,User_96,Streaming,-76 dBm,31 ms,4.6 Mbps,5.2 Mbps,85%
897,09-03-2023 10:03,User_97,Emergency_Service,-61 dBm,6 ms,0.7 Mbps,0.8 Mbps,70%
898,09-03-2023 10:03,User_98,Background_Download,-99 dBm,42 ms,690 Kbps,690 Kbps,60%
899,09-03-2023 10:03,User_99,IoT_Temperature,-104 dBm,99 ms,1 Kbps,2 Kbps,75%
900,09-03-2023 10:03,User_100,Video_Streaming,-91 dBm,28 ms,4.1 Mbps,4.4 Mbps,70%
901,09-03-2023 10:03,User_101,VoIP_Call,-86 dBm,18 ms,155 Kbps,180 Kbps,90%
902,09-03-2023 10:03,User_102,Online_Gaming,-74 dBm,22 ms,2.9 Mbps,3.2 Mbps,80%
903,09-03-2023 10:03,User_103,Web_Browsing,-92 dBm,25 ms,0.8 Mbps,0.8 Mbps,70%
904,09-03-2023 10:03,User_104,Video_Call,-67 dBm,24 ms,11.2 Mbps,12.5 Mbps,75%
905,09-03-2023 10:03,User_105,Streaming,-77 dBm,32 ms,4.5 Mbps,5.1 Mbps,85%
906,09-03-2023 10:03,User_106,Emergency_Service,-62 dBm,6 ms,0.8 Mbps,0.9 Mbps,70%
907,09-03-2023 10:03,User_107,Background_Download,-97 dBm,44 ms,670 Kbps,670 Kbps,60%
908,09-03-2023 10:03,User_108,IoT_Temperature,-103 dBm,100 ms,1 Kbps,2 Kbps,75%
909,09-03-2023 10:03,User_109,Video_Streaming,-90 dBm,29 ms,4.0 Mbps,4.3 Mbps,70%
